1.94824, 74.13826
2.24328, 71.55270
2.49616, 68.99307
2.79120, 66.12590
3.12838, 63.57867
3.50771, 60.96961
3.92918, 58.50282
4.43496, 55.93666
5.02502, 53.54653
5.69939, 51.05846
6.54234, 48.60410
7.46959, 46.25504
8.39684, 44.21526
9.32409, 42.52598
10.25134, 40.95010
11.17859, 39.50824
12.10583, 38.15916
13.03308, 36.82039
13.96033, 35.51254
14.88758, 34.09130
15.81483, 32.61851
16.74208, 31.23850
17.66933, 29.75540
18.59658, 28.12798
19.52383, 26.40777
20.45107, 24.49169
21.37832, 22.20449
22.10888, 20.69829
