1.79141, 95.50161
4.86690, 93.31333
7.05254, 92.30086
9.23797, 91.01307
11.42315, 89.41063
13.60805, 87.45421
16.00101, 85.28524
17.97810, 83.86585
20.64868, 81.66586
22.95436, 78.84471
25.07783, 76.02271
27.44390, 72.77706
29.38541, 70.26101
32.63286, 67.91620
34.72562, 64.66142
36.66655, 61.41155
39.88041, 55.02952
42.00358, 51.83388
44.18660, 47.51757
46.36962, 43.20126
48.55242, 38.60964
50.80463, 34.01833
53.29978, 29.42816
55.34478, 26.13382
57.39054, 23.78344
59.68412, 22.11267
61.65752, 21.50236
64.24602, 17.91557
66.84487, 14.62380
68.93826, 12.15565
71.12215, 8.94062
73.21448, 5.14012
74.76046, 1.68122
